5
0	39.8132748975	-105.003677681	'1385-1551 West 64th Avenue, Denver, CO 80221, USA'
1	39.7402696951	-104.941715046	'3901 East Colfax Avenue, Denver, CO 80206, USA'
2	39.7603547784	-105.222042476	'839-859 Ford Street, Golden, CO 80401, USA'
3	39.777113461	-104.957736906	'4341 Josephine Street, Denver, CO 80216, USA'
4	39.5919118414	-105.204536239	'15-31 West Ranch Trail Road, Morrison, CO 80465, USA'
0	0	0	0
0	1	892	13761
0	2	873	20754
0	3	562	8344
0	4	1767	42382
1	0	929	14028
1	1	0	0
1	2	1459	30323
1	3	503	5625
1	4	2256	44258
2	0	877	21608
2	1	1395	30492
2	2	0	0
2	3	1065	25076
2	4	1341	26993
3	0	492	8040
3	1	525	6547
3	2	1022	24334
3	3	0	0
3	4	1916	45962
4	0	1728	42978
4	1	2223	44876
4	2	1338	27899
4	3	1916	46446
4	4	0	0
